1,0,0.1,1.40334821065683,0.6796
2,0,-0.49,0.937602370180162,0.623
3,0,-0.78,0.703859831202549,0.5663
4,0,-3.29,0.72086559963293,0.5097
5,4.42,-4.8,0.281331129072638,0.4814
6,0,-5.745,0.86592147121946,0.4814
7,0,-3.005,0.985014473321764,0.4531
8,0,-2.12,0.954218812706238,0.4531
9,0,-4.385,0.653103799009785,0.4248
10,3.15,-6.755,0.653893392374428,0.3964
11,0,-2.995,1.29467757966129,0.4531
12,4,0.165,0.967388068655006,0.4814
13,0,-3.94,0.981397757269181,0.3964
14,3.67,-1.48,0.702982259974781,0.6796
15,12.97,2.475,0.647303479661064,0.7079
16,0,2.265,1.6285578362612,0.5947
17,0,2.345,1.2773421151382,0.5663
18,0,2.38,0.506890477148276,0.5947
19,0,2.42,0.342773487620483,0.5663
20,0,0.54,0.798873596112581,0.5097
21,0,-0.575,1.07256636271605,0.4814
22,0,-0.54,1.00029581338853,0.4531
23,0,-0.00499999999999989,0.753515681509243,0.4248
24,0,-5.945,0.963121331224757,0.4248
25,1,-6.475,0.557621817334359,0.4248
26,0,-3.455,0.871313323901445,0.3681
27,0,-4.705,0.974398616584069,0.3681
28,0,-3.485,0.811033494178765,0.3398
29,0,-4.365,0.724607698916735,0.3398
30,0,-6.775,0.692827664035345,0.3115
31,0,-7.63,0.587772398560007,0.3115
32,2.25,-7.925,0.633315302940012,0.2832
33,0,-7.665,0.664352748529212,0.2832
34,0,-8.25,0.717895913075082,0.2832
35,0,-5.49,0.819930085422759,0.2747
36,0,-5.505,1.02682063833434,0.2747
37,0,-5.555,0.926667409561551,0.2718
38,1.51,-5.23,0.840598286341234,0.2718
39,0,-3.365,1.32019045833783,0.269
40,0,-3.325,1.31847846161891,0.2662
41,0,-4.5,1.21344770548891,0.2633
42,0,-4.41,1.21887768094967,0.2633
43,0,-3.965,1.21921837677812,0.2605
44,0,-5.02,1.38735690098768,0.2577
45,0,-2.41,1.73468751096018,0.2549
46,0,-0.125,1.61587375465967,0.2633
